PLAYER_ID,PLAYER_NAME,TEAM_NAME,POSITION,HEIGHT,WEIGHT,COUNTRY,D.O.B,DRAFT_CLASS,YEARS_IN_LEAGUE
1628366,Lonzo Ball,Cavaliers,Guard,'6-5,190,USA,1997-10-27T00:00:00,2017,9
1628964,Mo Bamba,,Center,'7-0,231,USA,1998-05-12T00:00:00,2018,7
1631094,Paolo Banchero,Magic,Forward,'6-10,250,USA,2002-11-12T00:00:00,2022,4
1630217,Desmond Bane,Magic,Guard,'6-6,215,USA,1998-06-25T00:00:00,2020,6
1630625,Dalano Banton,Trail Blazers,Forward,'6-8,203,Canada,1999-11-07T00:00:00,2021,4
1631230,Dominick Barlow,76ers,Forward,'6-9,215,USA,2003-05-26T00:00:00,Undrafted,4
203084,Harrison Barnes,Spurs,Forward,'6-7,225,USA,1992-05-30T00:00:00,2012,14
1630567,Scottie Barnes,Raptors,Forward-Guard,'6-8,237,USA,2001-08-01T00:00:00,2021,5
1629628,RJ Barrett,Raptors,Forward-Guard,'6-6,214,Canada,2000-06-14T00:00:00,2019,7
1629646,Charles Bassey,,Center-Forward,'6-10,230,Nigeria,2000-10-28T00:00:00,2021,5
1641734,Emoni Bates,Cavaliers,Forward,'6-8,202,USA,2004-01-28T00:00:00,2023,2
1642419,Jamison Battle,Raptors,Forward,'6-7,220,USA,2001-05-10T00:00:00,Undrafted,2
201587,Nicolas Batum,Clippers,Guard-Forward,'6-7,230,France,1988-12-14T00:00:00,2008,18
1641878,Damion Baugh,Hornets,Guard,'6-4,194,USA,2000-08-03T00:00:00,Undrafted,1
203078,Bradley Beal,Clippers,Guard,'6-4,207,USA,1993-06-28T00:00:00,2012,14
1627736,Malik Beasley,Pistons,Guard,'6-4,187,USA,1996-11-26T00:00:00,2016,9
1630699,MarJon Beauchamp,Knicks,Forward,'6-7,199,USA,2000-10-12T00:00:00,2022,4
1641736,Reece Beekman,Nets,Guard,'6-3,190,USA,2001-10-08T00:00:00,Undrafted,1
1629048,Goga Bitadze,Magic,Center-Forward,'6-11,250,Georgia,1999-07-20T00:00:00,2019,7
202687,Bismack Biyombo,Spurs,Center,'6-8,255,DRC,1992-08-28T00:00:00,2011,15
1641710,Anthony Black,Magic,Guard,'6-7,200,USA,2004-01-20T00:00:00,2023,3
203992,Bogdan Bogdanović,Clippers,Guard,'6-5,225,Serbia,1992-08-18T00:00:00,2014,9
1629626,Bol Bol,Suns,Center-Forward,'7-3,220,Sudan,1999-11-16T00:00:00,2019,6
1641737,Adem Bona,76ers,Forward,'6-10,235,Nigeria,2003-03-28T00:00:00,2024,2
1626164,Devin Booker,Suns,Guard,'6-5,206,USA,1996-10-30T00:00:00,2015,11
1630527,Brandon Boston,Pelicans,Guard,'6-6,188,USA,2001-11-28T00:00:00,2021,4
1628449,Chris Boucher,Celtics,Forward,'6-8,200,Saint Lucia,1993-01-11T00:00:00,Undrafted,9
1631123,Jamaree Bouyea,Bucks,Guard,'6-2,180,USA,1999-06-27T00:00:00,Undrafted,3
1628396,Tony Bradley,Pacers,Center-Forward,'6-10,248,USA,1998-01-08T00:00:00,2017,9
1631103,Malaki Branham,Wizards,Forward,'6-4,180,USA,2003-05-12T00:00:00,2022,4
1631128,Christian Braun,Nuggets,Guard,'6-6,220,USA,2001-04-17T00:00:00,2022,4
1641779,Jalen Bridges,Suns,Forward,'6-8,225,USA,2001-05-14T00:00:00,Undrafted,1
1628969,Mikal Bridges,Knicks,Guard-Forward,'6-6,209,USA,1996-08-30T00:00:00,2018,8
1628970,Miles Bridges,Hornets,Forward,'6-7,225,USA,1998-03-21T00:00:00,2018,8
1629052,Oshae Brissett,,Forward-Guard,'6-7,210,Canada,1998-06-20T00:00:00,Undrafted,6
1627763,Malcolm Brogdon,Wizards,Guard,'6-4,229,USA,1992-12-11T00:00:00,2016,9
1628415,Dillon Brooks,Suns,Guard-Forward,'6-7,225,Canada,1996-01-22T00:00:00,2017,9
1631232,Keion Brooks Jr.,Pelicans,Forward,'6-7,210,USA,2000-08-07T00:00:00,Undrafted,1
1628971,Bruce Brown,Nuggets,Guard-Forward,'6-4,202,USA,1996-08-15T00:00:00,2018,8
1627759,Jaylen Brown,Celtics,Guard-Forward,'6-6,223,USA,1996-10-24T00:00:00,2016,10
1641738,Kobe Brown,Clippers,Forward,'6-7,250,USA,2000-01-01T00:00:00,2023,3
1629650,Moses Brown,,Center,'7-2,258,USA,1999-10-13T00:00:00,Undrafted,6
1628973,Jalen Brunson,Knicks,Guard,'6-2,190,USA,1996-08-31T00:00:00,2018,8
1628418,Thomas Bryant,Cavaliers,Center-Forward,'6-9,248,USA,1997-07-31T00:00:00,2017,9
1641723,Kobe Bufkin,Hawks,Guard,'6-4,195,USA,2003-09-21T00:00:00,2023,2
202692,Alec Burks,Heat,Guard,'6-5,214,USA,1991-07-20T00:00:00,2011,14
1630215,Jared Butler,76ers,Guard,'6-3,193,USA,2000-08-25T00:00:00,2021,4
202710,Jimmy Butler III,Warriors,Forward,'6-6,230,USA,1989-09-14T00:00:00,2011,15
1641824,Matas Buzelis,Bulls,Forward,'6-8,209,USA,2004-10-13T00:00:00,2024,3
1631288,Jamal Cain,Magic,Forward,'6-7,191,USA,1999-03-20T00:00:00,Undrafted,4
203484,Kentavious Caldwell-Pope,Grizzlies,Guard,'6-5,204,USA,1993-02-18T00:00:00,2013,13
1641739,Toumani Camara,Trail Blazers,Forward,'6-7,230,Belgium,2000-05-08T00:00:00,2023,3
203991,Clint Capela,Rockets,Center,'6-10,256,Switzerland,1994-05-18T00:00:00,2014,12
1642382,Branden Carlson,Thunder,Center,'7-0,220,USA,1999-06-14T00:00:00,Undrafted,2
1642267,Bub Carrington,Wizards,Guard,'6-4,190,USA,2005-07-21T00:00:00,2024,2
1642269,Devin Carter,Kings,Guard,'6-2,195,USA,2002-03-18T00:00:00,2024,2
1628975,Jevon Carter,Bulls,Guard,'6-0,200,USA,1995-09-14T00:00:00,2018,8
1628976,Wendell Carter Jr.,Magic,Center-Forward,'6-10,270,USA,1999-04-16T00:00:00,2018,8
1630618,D.J. Carton,,Guard,'6-3,200,USA,2000-08-05T00:00:00,Undrafted,2
1627936,Alex Caruso,Thunder,Guard,'6-5,186,USA,1994-02-28T00:00:00,Undrafted,9
1642264,Stephon Castle,Spurs,Guard,'6-6,215,USA,2004-11-01T00:00:00,2024,2
1630658,Colin Castleton,Magic,Center,'6-10,250,USA,2000-05-25T00:00:00,Undrafted,3
1630577,Julian Champagnie,Spurs,Forward,'6-7,217,USA,2001-06-29T00:00:00,Undrafted,4
1630551,Justin Champagnie,Wizards,Guard-Forward,'6-6,206,USA,2001-06-29T00:00:00,Undrafted,5
1642279,Ulrich Chomche,Raptors,Center,'6-11,235,Cameroon,2005-12-30T00:00:00,2024,1
1642353,Cam Christie,Clippers,Guard,'6-5,190,USA,2005-07-24T00:00:00,2024,2
1631108,Max Christie,Mavericks,Guard,'6-5,190,USA,2003-02-10T00:00:00,2022,4
1630528,Josh Christopher,Heat,Guard,'6-4,215,USA,2001-12-08T00:00:00,2021,4
1631321,Sidy Cissoko,Trail Blazers,Guard,'6-6,220,France,2004-04-02T00:00:00,2023,4
1641740,Jaylen Clark,Timberwolves,Guard,'6-5,205,USA,2001-10-13T00:00:00,2023,3
1629634,Brandon Clarke,Grizzlies,Forward,'6-8,215,Canada,1996-09-19T00:00:00,2019,7
203903,Jordan Clarkson,Knicks,Guard,'6-5,194,USA,1992-06-07T00:00:00,2014,12
1629651,Nic Claxton,Nets,Center,'6-11,215,USA,1999-04-17T00:00:00,2019,7
1642270,Donovan Clingan,Trail Blazers,Center,'7-2,280,USA,2004-02-23T00:00:00,2024,2
1641730,Noah Clowney,Nets,Forward-Center,'6-10,210,USA,2004-07-14T00:00:00,2023,3
1629599,Amir Coffey,Bucks,Guard-Forward,'6-7,210,USA,1997-06-17T00:00:00,Undrafted,7
1642268,Isaiah Collier,Jazz,Guard,'6-4,210,USA,2004-10-08T00:00:00,2024,2
1628381,John Collins,Clippers,Forward-Center,'6-9,226,USA,1997-09-23T00:00:00,2017,9
1641879,Yuri Collins,,Guard,'6-0,190,USA,2001-03-07T00:00:00,Undrafted,1
1628380,Zach Collins,Bulls,Forward-Center,'6-9,250,USA,1997-11-19T00:00:00,2017,9
201144,Mike Conley,Timberwolves,Guard,'6-1,175,USA,1987-10-11T00:00:00,2007,19
1626192,Pat Connaughton,Hornets,Guard,'6-5,209,USA,1993-01-06T00:00:00,2015,11
1641731,Bilal Coulibaly,Wizards,Guard,'6-7,195,France,2004-07-26T00:00:00,2023,3
1641741,Ricky Council IV,76ers,Guard,'6-6,207,USA,2001-08-03T00:00:00,Undrafted,2
1628470,Torrey Craig,Celtics,Forward,'6-5,221,USA,1990-12-19T00:00:00,Undrafted,8
1642384,Isaiah Crawford,Rockets,Forward,'6-6,220,USA,2001-11-01T00:00:00,Undrafted,2
203109,Jae Crowder,Kings,Forward,'6-6,235,USA,1990-07-06T00:00:00,2012,13
1642385,Cui Cui,,Forward,'6-5,190,China,2003-05-28T00:00:00,Undrafted,1
1630595,Cade Cunningham,Pistons,Guard,'6-6,220,USA,2001-09-25T00:00:00,2021,5
203552,Seth Curry,Hornets,Guard,'6-1,185,USA,1990-08-23T00:00:00,Undrafted,12
201939,Stephen Curry,Warriors,Guard,'6-2,185,USA,1988-03-14T00:00:00,2009,17
1642359,Pacôme Dadiet,Knicks,Forward,'6-9,210,France,2005-07-27T00:00:00,2024,2
1630700,Dyson Daniels,Hawks,Guard,'6-7,199,Australia,2003-03-17T00:00:00,2022,5
1642368,N'Faly Dante,Hawks,Center,'6-11,230,Mali,2001-10-19T00:00:00,Undrafted,2
203076,Anthony Davis,Mavericks,Forward-Center,'6-10,253,USA,1993-03-11T00:00:00,2012,14
1631098,Johnny Davis,,Guard,'6-4,195,USA,2002-02-27T00:00:00,2022,3
1629056,Terence Davis,Kings,Guard,'6-4,201,USA,1997-05-16T00:00:00,Undrafted,6
1631120,JD Davison,Rockets,Guard,'6-1,195,USA,2002-10-03T00:00:00,2022,4
201942,DeMar DeRozan,Kings,Guard-Forward,'6-6,220,USA,1989-08-07T00:00:00,2009,17
1642484,RayJ Dennis,Pacers,Guard,'6-1,180,USA,2001-03-30T00:00:00,Undrafted,2
1628978,Donte DiVincenzo,Timberwolves,Guard,'6-4,203,USA,1997-01-31T00:00:00,2018,8
1631217,Moussa Diabaté,Hornets,Forward,'6-10,210,France,2002-01-21T00:00:00,2022,4
1641711,Gradey Dick,Raptors,Guard-Forward,'6-7,200,USA,2003-11-20T00:00:00,2023,3
1631172,Ousmane Dieng,Thunder,Forward,'6-9,185,France,2003-05-21T00:00:00,2022,4
1642265,Rob Dillingham,Timberwolves,Guard,'6-2,175,USA,2005-01-04T00:00:00,2024,2
203915,Spencer Dinwiddie,Mavericks,Guard,'6-5,215,USA,1993-04-06T00:00:00,2014,11
1629029,Luka Dončić,Lakers,Forward-Guard,'6-8,230,Slovenia,1999-02-28T00:00:00,2018,8
1629652,Luguentz Dort,Thunder,Guard,'6-4,220,Canada,1999-04-19T00:00:00,Undrafted,7
1630245,Ayo Dosunmu,Bulls,Guard,'6-4,200,USA,2000-01-17T00:00:00,2021,5
1630288,Jeff Dowtin Jr.,76ers,Guard,'6-3,177,USA,1997-05-10T00:00:00,Undrafted,4
1628408,PJ Dozier,,Guard-Forward,'6-6,205,USA,1996-10-25T00:00:00,Undrafted,8
203083,Andre Drummond,76ers,Center,'6-11,279,USA,1993-08-10T00:00:00,2012,14
1630537,Chris Duarte,,Guard,'6-5,190,Dominican Republic,1997-06-13T00:00:00,2021,4
1642505,Alex Ducas,Thunder,Guard,'6-7,220,Australia,2000-12-11T00:00:00,Undrafted,1
1630561,David Duke Jr.,Spurs,Guard,'6-4,204,USA,1999-10-13T00:00:00,Undrafted,4
1627739,Kris Dunn,Clippers,Guard,'6-3,205,USA,1994-03-18T00:00:00,2016,10
1642346,Ryan Dunn,Suns,Forward,'6-7,216,USA,2003-01-07T00:00:00,2024,2
201142,Kevin Durant,Rockets,Forward,'6-11,240,USA,1988-09-29T00:00:00,2007,19
1631105,Jalen Duren,Pistons,Center,'6-10,250,USA,2003-11-18T00:00:00,2022,4
1631106,Tari Eason,Rockets,Forward,'6-8,215,USA,2001-05-10T00:00:00,2022,4
1641744,Zach Edey,Grizzlies,Center,'7-3,305,Canada,2002-05-14T00:00:00,2024,2
1630162,Anthony Edwards,Timberwolves,Guard,'6-4,225,USA,2001-08-05T00:00:00,2020,6
1642399,Jesse Edwards,Timberwolves,Center,'7-0,236,Netherlands,2000-03-18T00:00:00,Undrafted,1
1642348,Justin Edwards,76ers,Forward,'6-7,203,USA,2003-12-16T00:00:00,Undrafted,2
1630556,Kessler Edwards,Mavericks,Forward,'6-7,203,USA,2000-08-09T00:00:00,2021,4
1631165,Keon Ellis,Kings,Guard,'6-4,175,USA,2000-01-08T00:00:00,Undrafted,4
203954,Joel Embiid,76ers,Center-Forward,'7-0,280,Cameroon,1994-03-16T00:00:00,2014,12
1630623,Tyson Etienne,Nets,Guard,'6-0,200,USA,1999-09-17T00:00:00,Undrafted,2
1629234,Drew Eubanks,Kings,Forward-Center,'6-10,245,USA,1997-02-01T00:00:00,Undrafted,8
1641787,Tosan Evbuomwan,Knicks,Forward,'6-8,217,United Kingdom,2001-02-16T00:00:00,Undrafted,3
203957,Danté Exum,Mavericks,Guard,'6-5,214,Australia,1995-07-13T00:00:00,2014,12
1628981,Bruno Fernando,,Forward-Center,'6-9,240,Angola,1998-08-15T00:00:00,2019,6
1642271,Kyle Filipowski,Jazz,Center,'6-11,250,USA,2003-11-07T00:00:00,2024,2
1627827,Dorian Finney-Smith,Rockets,Forward,'6-7,220,USA,1993-05-04T00:00:00,Undrafted,10
1641745,Adam Flagler,Thunder,Guard,'6-3,180,USA,1999-12-01T00:00:00,Undrafted,2
1642280,Trentyn Flowers,Bulls,Forward,'6-9,185,USA,2005-03-08T00:00:00,Undrafted,2
1630201,Malachi Flynn,,Guard,'6-1,185,USA,1998-05-09T00:00:00,2020,5
1631323,Simone Fontecchio,Heat,Forward,'6-7,209,Italy,1995-12-09T00:00:00,Undrafted,4
1628368,De'Aaron Fox,Spurs,Guard,'6-3,185,USA,1997-12-20T00:00:00,2017,9
1642402,Enrique Freeman,Timberwolves,Forward,'6-9,220,USA,2000-07-29T00:00:00,2024,2
1628365,Markelle Fultz,Kings,Guard,'6-4,209,USA,1998-05-29T00:00:00,2017,8
1642277,Johnny Furphy,Pacers,Guard,'6-8,200,Australia,2004-12-08T00:00:00,2024,2
1629655,Daniel Gafford,Mavericks,Forward-Center,'6-10,265,USA,1998-10-01T00:00:00,2019,7
1629636,Darius Garland,Cavaliers,Guard,'6-1,192,USA,2000-01-26T00:00:00,2019,7
1630585,Marcus Garrett,,Guard,'6-5,205,USA,1998-11-09T00:00:00,Undrafted,4
1630568,Luka Garza,Celtics,Center,'6-10,243,USA,1998-12-27T00:00:00,2021,5
1641718,Keyonte George,Jazz,Guard,'6-4,185,USA,2003-11-08T00:00:00,2023,3
1642273,Kyshawn George,Wizards,Forward,'6-8,200,Switzerland,2003-12-12T00:00:00,2024,2
202331,Paul George,76ers,Forward,'6-8,220,USA,1990-05-02T00:00:00,2010,16
201959,Taj Gibson,Hornets,Forward,'6-9,232,USA,1985-06-24T00:00:00,2009,16
1630581,Josh Giddey,Bulls,Guard,'6-7,216,Australia,2002-10-10T00:00:00,2021,5
1628983,Shai Gilgeous-Alexander,Thunder,Guard,'6-6,195,Canada,1998-07-12T00:00:00,2018,8
1630264,Anthony Gill,Wizards,Forward,'6-7,230,USA,1992-10-17T00:00:00,Undrafted,6
1631221,Collin Gillespie,Suns,Guard,'6-1,195,USA,1999-06-25T00:00:00,Undrafted,4
203497,Rudy Gobert,Timberwolves,Center,'7-1,258,France,1992-06-26T00:00:00,2013,13
1630692,Jordan Goodwin,Suns,Guard,'6-3,215,USA,1998-10-23T00:00:00,Undrafted,5
203932,Aaron Gordon,Nuggets,Forward,'6-8,235,USA,1995-09-16T00:00:00,2014,12
201569,Eric Gordon,76ers,Guard,'6-3,215,USA,1988-12-25T00:00:00,2008,18
1641789,Jazian Gortman,,Guard,'6-2,184,USA,2003-03-14T00:00:00,Undrafted,1
203924,Jerami Grant,Trail Blazers,Forward,'6-7,213,USA,1994-03-12T00:00:00,2014,12
1631260,AJ Green,Bucks,Guard,'6-4,190,USA,1999-09-27T00:00:00,Undrafted,4
203110,Draymond Green,Warriors,Forward,'6-6,230,USA,1990-03-04T00:00:00,2012,14
1630224,Jalen Green,Suns,Guard,'6-4,186,USA,2002-02-09T00:00:00,2021,5
1629750,Javonte Green,Pistons,Guard,'6-5,205,USA,1993-07-23T00:00:00,Undrafted,7
201145,Jeff Green,Rockets,Forward,'6-8,235,USA,1986-08-28T00:00:00,2007,19
1630182,Josh Green,Hornets,Guard,'6-6,200,Australia,2000-11-16T00:00:00,2020,6
1629656,Quentin Grimes,76ers,Guard,'6-4,210,USA,2000-05-08T00:00:00,2021,5
1631243,Mouhamed Gueye,Hawks,Forward,'6-11,210,Senegal,2002-11-09T00:00:00,2023,3
1629060,Rui Hachimura,Lakers,Forward,'6-8,230,Japan,1998-02-08T00:00:00,2019,7
1630169,Tyrese Haliburton,Pacers,Guard,'6-5,185,USA,2000-02-29T00:00:00,2020,6
1641790,PJ Hall,Grizzlies,Center,'6-8,245,USA,2002-02-21T00:00:00,Undrafted,2
203501,Tim Hardaway Jr.,Nuggets,Guard-Forward,'6-5,205,USA,1992-03-16T00:00:00,2013,13
201935,James Harden,Clippers,Guard,'6-5,220,USA,1989-08-26T00:00:00,2009,17
1630702,Jaden Hardy,Mavericks,Guard,'6-3,198,USA,2002-07-05T00:00:00,2022,5
1641989,Elijah Harkless,Jazz,Guard,'6-3,195,USA,2000-02-03T00:00:00,Undrafted,2
1631199,Ron Harper Jr.,Celtics,Guard-Forward,'6-5,233,USA,2000-04-12T00:00:00,Undrafted,4
203914,Gary Harris,Bucks,Guard,'6-4,210,USA,1994-09-14T00:00:00,2014,12
202699,Tobias Harris,Pistons,Forward,'6-8,226,USA,1992-07-15T00:00:00,2011,15
1628404,Josh Hart,Knicks,Guard,'6-5,215,USA,1995-03-06T00:00:00,2017,9
1628392,Isaiah Hartenstein,Thunder,Center-Forward,'7-0,250,Germany,1998-05-05T00:00:00,2017,8
1630573,Sam Hauser,Celtics,Forward,'6-7,217,USA,1997-12-08T00:00:00,Undrafted,5
1641722,Jordan Hawkins,Pelicans,Guard,'6-5,190,USA,2002-04-29T00:00:00,2023,3
1629637,Jaxson Hayes,Lakers,Center-Forward,'7-0,220,USA,2000-05-23T00:00:00,2019,7
1630165,Killian Hayes,,Guard,'6-5,195,France,2001-07-27T00:00:00,2020,5
1630703,Scoot Henderson,Trail Blazers,Guard,'6-3,207,USA,2004-02-03T00:00:00,2023,5
1641707,Taylor Hendricks,Jazz,Forward,'6-9,215,USA,2003-11-22T00:00:00,2023,3
1629639,Tyler Herro,Heat,Guard,'6-5,195,USA,2000-01-20T00:00:00,2019,7
1627741,Buddy Hield,Warriors,Guard,'6-4,220,Bahamas,1992-12-17T00:00:00,2016,10
1629312,Haywood Highsmith,Nets,Forward,'6-5,220,USA,1996-12-09T00:00:00,2018,8
1628988,Aaron Holiday,Rockets,Guard,'6-0,185,USA,1996-09-30T00:00:00,2018,8
201950,Jrue Holiday,Trail Blazers,Guard,'6-4,220,USA,1990-06-12T00:00:00,2009,17
1641842,Ronald Holland II,Pistons,Forward,'6-8,206,USA,2005-07-07T00:00:00,2024,3
1626158,Richaun Holmes,Wizards,Forward,'6-9,235,USA,1993-10-15T00:00:00,2015,10
1631096,Chet Holmgren,Thunder,Center-Forward,'7-1,208,USA,2002-05-01T00:00:00,2022,4
1641720,Jalen Hood-Schifino,76ers,Guard,'6-5,210,USA,2003-06-19T00:00:00,2023,2
201143,Al Horford,Warriors,Center-Forward,'6-8,240,Dominican Republic,1986-06-03T00:00:00,2007,19
1629659,Talen Horton-Tucker,Bulls,Guard,'6-4,234,USA,2000-11-25T00:00:00,2019,6
1631216,Caleb Houstan,Hawks,Guard,'6-8,205,Canada,2003-01-09T00:00:00,2022,4
1641724,Jett Howard,Magic,Guard,'6-8,215,USA,2003-09-14T00:00:00,2023,3
1628989,Kevin Huerter,Bulls,Guard-Forward,'6-6,198,USA,1998-08-27T00:00:00,2018,8
1630643,Jay Huff,Pacers,Center,'7-1,240,USA,1997-08-25T00:00:00,Undrafted,5
1630574,Ariel Hukporti,Knicks,Center,'7-0,246,Germany,2002-04-12T00:00:00,2024,2
1629631,De'Andre Hunter,Cavaliers,Forward-Guard,'6-7,221,USA,1997-12-02T00:00:00,2019,7
1630538,Bones Hyland,Timberwolves,Guard,'6-2,169,USA,2000-09-14T00:00:00,2021,5
1642345,Oso Ighodaro,Suns,Forward,'6-11,235,USA,2002-07-14T00:00:00,2024,2
204060,Joe Ingles,Timberwolves,Forward-Guard,'6-8,220,Australia,1987-10-02T00:00:00,Undrafted,12
1627742,Brandon Ingram,Raptors,Forward,'6-8,190,USA,1997-09-02T00:00:00,2016,10
1631127,Harrison Ingram,Spurs,Forward,'6-5,230,USA,2002-11-27T00:00:00,2024,2
202681,Kyrie Irving,Mavericks,Guard,'6-2,195,Australia,1992-03-23T00:00:00,2011,15
1628371,Jonathan Isaac,Magic,Forward,'6-10,230,USA,1997-10-03T00:00:00,2017,9
1631093,Jaden Ivey,Pistons,Guard,'6-3,195,USA,2002-02-13T00:00:00,2022,4
1641713,GG Jackson,Grizzlies,Forward,'6-9,210,USA,2004-12-17T00:00:00,2023,3
1630543,Isaiah Jackson,Pacers,Forward,'6-8,205,USA,2002-01-10T00:00:00,2021,5
1631245,Quenton Jackson,Pacers,Guard,'6-4,173,USA,1998-09-15T00:00:00,Undrafted,4
202704,Reggie Jackson,,Guard,'6-2,208,USA,1990-04-16T00:00:00,2011,14
1641748,Andre Jackson Jr.,Bucks,Guard,'6-6,209,USA,2001-11-13T00:00:00,2023,3
1628991,Jaren Jackson Jr.,Grizzlies,Forward-Center,'6-10,242,USA,1999-09-15T00:00:00,2018,8
1631218,Trayce Jackson-Davis,Warriors,Forward,'6-9,245,USA,2000-02-22T00:00:00,2023,3
1642355,Bronny James,Lakers,Guard,'6-2,210,USA,2004-10-06T00:00:00,2024,2
2544,LeBron James,Lakers,Forward,'6-9,250,USA,1984-12-30T00:00:00,2003,23
1631170,Jaime Jaquez Jr.,Heat,Guard,'6-6,225,USA,2001-02-18T00:00:00,2023,3
1629610,DaQuan Jeffries,Hornets,Guard-Forward,'6-5,222,USA,1997-08-30T00:00:00,Undrafted,6
1641998,Trey Jemison III,Knicks,Center,'6-10,270,USA,1999-11-28T00:00:00,Undrafted,3
1642450,Daniss Jenkins,Pistons,Guard,'6-4,165,USA,2001-08-17T00:00:00,Undrafted,2
1629660,Ty Jerome,Grizzlies,Guard-Forward,'6-5,195,USA,1997-07-08T00:00:00,2019,7
1630198,Isaiah Joe,Thunder,Guard,'6-4,165,USA,1999-07-02T00:00:00,2020,6
1642358,AJ Johnson,Wizards,Guard,'6-5,160,USA,2004-12-01T00:00:00,2024,2
1629661,Cameron Johnson,Nuggets,Forward,'6-8,210,USA,1996-03-03T00:00:00,2019,7
1630552,Jalen Johnson,Hawks,Forward,'6-8,219,USA,2001-12-18T00:00:00,2021,5
201949,James Johnson,Pacers,Forward,'6-7,240,USA,1987-02-20T00:00:00,2009,16
1629640,Keldon Johnson,Spurs,Forward-Guard,'6-6,220,USA,1999-10-11T00:00:00,2019,7
1630553,Keon Johnson,Nets,Guard,'6-5,185,USA,2002-03-10T00:00:00,2021,4
1642352,Keshad Johnson,Heat,Forward,'6-6,225,USA,2001-06-23T00:00:00,Undrafted,2
203999,Nikola Jokić,Nuggets,Center,'6-11,284,Serbia,1995-02-19T00:00:00,2014,11
1641732,Colby Jones,Pistons,Guard,'6-6,207,USA,2002-05-28T00:00:00,2023,3
1641794,Dillon Jones,Thunder,Forward,'6-5,235,USA,2001-10-29T00:00:00,2024,1
1630529,Herbert Jones,Pelicans,Forward,'6-7,206,USA,1998-10-06T00:00:00,2021,5
1642403,Isaac Jones,,Forward,'6-8,245,USA,2000-07-11T00:00:00,Undrafted,2
1630539,Kai Jones,Mavericks,Center-Forward,'6-11,221,Bahamas,2001-01-19T00:00:00,2021,4
1630222,Mason Jones,Kings,Guard,'6-4,200,USA,1998-07-21T00:00:00,Undrafted,5
1642461,Spencer Jones,Nuggets,Forward,'6-7,225,USA,2001-06-14T00:00:00,Undrafted,2
1630200,Tre Jones,Bulls,Guard,'6-1,185,USA,2000-01-08T00:00:00,2020,6
1626145,Tyus Jones,Magic,Guard,'6-0,196,USA,1996-05-10T00:00:00,2015,11
1627884,Derrick Jones Jr.,Clippers,Forward,'6-6,210,USA,1997-02-15T00:00:00,Undrafted,10
201599,DeAndre Jordan,Pelicans,Center,'6-11,265,USA,1988-07-21T00:00:00,2008,18
202709,Cory Joseph,Magic,Guard,'6-2,200,Canada,1991-08-20T00:00:00,2011,14
1631107,Nikola Jović,Heat,Forward,'6-10,205,Serbia,2003-06-09T00:00:00,2022,4
1630548,Johnny Juzang,Timberwolves,Guard,'6-7,226,USA,2001-03-17T00:00:00,Undrafted,4
1642530,Yuki Kawamura,Grizzlies,Guard,'5-8,159,Japan,2001-05-02T00:00:00,Undrafted,1
